"","region","Quarter","Price","QuarterEnding","pmt","principal","t_i","pti","min_inc","HAI"
"161","BURBANK","2017-Q1",650000,2017-01-01,2591.68476299532,520000,747.5,3339.18476299532,133567.390519813,0.397421162434597
"162","BURBANK","2017-Q1",650000,2017-01-01,2591.68476299532,520000,747.5,3339.18476299532,133567.390519813,0.397421162434597
"163","BURBANK","2017-Q1",650000,2017-01-01,2591.68476299532,520000,747.5,3339.18476299532,133567.390519813,0.397421162434597
"164","BURBANK","2017-Q1",650000,2017-01-01,2591.68476299532,520000,747.5,3339.18476299532,133567.390519813,0.397421162434597
"165","BURBANK","2017-Q1",650000,2017-01-01,2591.68476299532,520000,747.5,3339.18476299532,133567.390519813,0.397421162434597
"166","BURBANK","2017-Q1",650000,2017-01-01,2591.68476299532,520000,747.5,3339.18476299532,133567.390519813,0.397421162434597
"167","BURBANK","2017-Q1",650000,2017-01-01,2591.68476299532,520000,747.5,3339.18476299532,133567.390519813,0.397421162434597
"168","BURBANK","2017-Q1",650000,2017-01-01,2591.68476299532,520000,747.5,3339.18476299532,133567.390519813,0.397421162434597
"169","BURLINGAME","2017-Q1",1828000,2017-01-01,7288.61499500837,1462400,2102.2,9390.81499500837,375632.599800335,0.172213497073619
"170","CALABASAS","2017-Q1",1282500,2017-01-01,5113.59339775614,1026000,1474.875,6588.46839775614,263538.735910246,0.225293389110503
"171","CALIFORNIA CITY","2017-Q1",130000,2017-01-01,518.336952599063,104000,149.5,667.836952599063,26713.4781039625,0.717074594720837
"172","CAMARILLO","2017-Q1",542400,2017-01-01,2162.6612545364,433920,623.76,2786.4212545364,111456.850181456,0.375035767645752
"173","CAMBRIA","2017-Q1",540000,2017-01-01,2153.09195694996,432000,621,2774.09195694996,110963.678277998,0.297391146564901
"174","CAMERON PARK","2017-Q1",412750,2017-01-01,1645.71982450203,330200,474.6625,2120.38232450203,84815.292980081,0.486714818117464
"175","CAMPBELL","2017-Q1",1169025,2017-01-01,4661.14504624708,935220,1344.37875,6005.52379624708,240220.951849883,0.120966926850737
"176","CANYON LAKE","2017-Q1",412500,2017-01-01,1644.7230226701,330000,474.375,2119.0980226701,84763.9209068042,0.444372396974082
"177","CARLSBAD","2017-Q1",773750,2017-01-01,3085.10166979635,619000,889.8125,3974.91416979635,158996.566791854,0.268402415815272
"178","CARMICHAEL","2017-Q1",340000,2017-01-01,1355.65049141293,272000,391,1746.65049141293,69866.0196565174,0.437382479408806
"179","CARSON","2017-Q1",432500,2017-01-01,1724.46716922381,346000,497.375,2221.84216922381,88873.6867689523,0.412906943548492
"180","CASTRO VALLEY","2017-Q1",745000,2017-01-01,2970.4694591254,596000,856.75,3827.2194591254,153088.778365016,0.255051191440797
"181","CATHEDRAL CITY","2017-Q1",254000,2017-01-01,1012.75066123202,203200,292.1,1304.85066123202,52194.0264492806,0.439061885542717
"182","CERES","2017-Q1",250000,2017-01-01,996.801831921276,2e+05,287.5,1284.30183192128,51372.073276851,0.502148072796458
"183","CHICO","2017-Q1",303000,2017-01-01,1208.12382028859,242400,348.45,1556.57382028859,62262.9528115434,0.394140282236649
"184","CHINO","2017-Q1",430000,2017-01-01,1714.49915090459,344000,494.5,2208.99915090459,88359.9660361838,0.399151456402388
"185","CHINO HILLS","2017-Q1",625800,2017-01-01,2495.19434566534,500640,719.67,3214.86434566534,128594.573826613,0.333558371516428
"186","CHOWCHILLA","2017-Q1",225000,2017-01-01,897.121648729148,180000,258.75,1155.87164872915,46234.8659491659,0.408113906383996
"187","CHULA VISTA","2017-Q1",450000,2017-01-01,1794.2432974583,360000,517.5,2311.7432974583,92469.7318983318,0.369205730141157
"188","CITRUS HEIGHTS","2017-Q1",280000,2017-01-01,1116.41805175183,224000,322,1438.41805175183,57536.7220700731,0.475847576446932
"189","CLAREMONT","2017-Q1",633500,2017-01-01,2525.89584208851,506800,728.525,3254.42084208851,130176.83368354,0.335822962932569
"190","CLAYTON","2017-Q1",745000,2017-01-01,2970.4694591254,596000,856.75,3827.2194591254,153088.778365016,0.404726603509078
"191","CLEARLAKE","2017-Q1",138000,2017-01-01,550.234611220544,110400,158.7,708.934611220544,28357.3844488218,0.452527250422291
"192","CLOVERDALE","2017-Q1",445000,2017-01-01,1774.30726081987,356000,511.75,2286.05726081987,91442.2904327948,0.386282739422819
"193","CLOVIS","2017-Q1",3e+05,2017-01-01,1196.16219830553,240000,345,1541.16219830553,61646.4879322212,0.533746947363822
"194","COACHELLA","2017-Q1",235000,2017-01-01,936.993722005999,188000,270.25,1207.243722006,48289.74888024,0.420673580243322
"195","COALINGA","2017-Q1",170000,2017-01-01,677.825245706467,136000,195.5,873.325245706467,34933.0098282587,0.656329247112823
"196","COARSEGOLD","2017-Q1",244000,2017-01-01,972.878587955165,195200,280.6,1253.47858795516,50139.1435182066,0.433504241718471
"197","COLFAX","2017-Q1",386500,2017-01-01,1541.05563215029,309200,444.475,1985.53063215029,79421.2252860117,0.388697451052259
"198","COLTON","2017-Q1",249000,2017-01-01,992.81462459359,199200,286.35,1279.16462459359,51166.5849837436,0.42229183483889
"199","COMPTON","2017-Q1",340000,2017-01-01,1355.65049141293,272000,391,1746.65049141293,69866.0196565174,0.306810672155349
"200","CONCORD","2017-Q1",515000,2017-01-01,2053.41177375783,412000,592.25,2645.66177375783,105826.470950313,0.332476232798898
"201","COPPEROPOLIS","2017-Q1",235000,2017-01-01,936.993722005999,188000,270.25,1207.243722006,48289.74888024,0.630758869486633
"202","CORONA","2017-Q1",430000,2017-01-01,1714.49915090459,344000,494.5,2208.99915090459,88359.9660361838,0.442998674672059
"203","CORONADO","2017-Q1",1454000,2017-01-01,5797.39945445414,1163200,1672.1,7469.49945445414,298779.978178166,0.12216007331138
"204","COSTA MESA","2017-Q1",759500,2017-01-01,3028.28396537683,607600,873.425,3901.70896537683,156068.358615073,0.158805673435011
"205","COTO DE CAZA","2017-Q1",1055000,2017-01-01,4206.50373070778,844000,1213.25,5419.75373070778,216790.149228311,0.382292531615447
"206","COTTONWOOD","2017-Q1",233050,2017-01-01,929.218667717013,186440,268.0075,1197.22616771701,47889.0467086805,0.458234362835699
"207","COVINA","2017-Q1",483000,2017-01-01,1925.8211392719,386400,555.45,2481.2711392719,99250.8455708762,0.301272600926462
"208","CRESTLINE","2017-Q1",192900,2017-01-01,769.132293510456,154320,221.835,990.967293510456,39638.6917404182,0.582384475679893
"209","CUPERTINO","2017-Q1",292500,2017-01-01,1166.25814334789,234000,336.375,1502.63314334789,60105.3257339157,0.799168171913181
"210","CYPRESS","2017-Q1",569900,2017-01-01,2272.30945604774,455920,655.385,2927.69445604774,117107.77824191,0.350777427406178
"211","DALY CITY","2017-Q1",789550,2017-01-01,3148.09954557377,631640,907.9825,4056.08204557377,162243.281822951,0.170178280183015
"212","DANA POINT","2017-Q1",839500,2017-01-01,3347.26055159164,671600,965.425,4312.68555159164,172507.422063666,0.219035851670418
"213","DANVILLE","2017-Q1",1122500,2017-01-01,4475.64022532653,898000,1290.875,5766.51522532653,230660.609013061,0.290474116832028
"214","DAVIS","2017-Q1",554500,2017-01-01,2210.90646320139,443600,637.675,2848.58146320139,113943.258528056,0.285251781620831
"215","DEL MAR","2017-Q1",1320000,2017-01-01,5263.11367254433,1056000,1518,6781.11367254433,271244.546901773,0.143940389762827
"216","DESERT HOT SPRINGS","2017-Q1",190000,2017-01-01,757.569392260169,152000,218.5,976.069392260169,39042.7756904068,0.448022432271199
"217","DIAMOND BAR","2017-Q1",625000,2017-01-01,2492.00457980319,5e+05,718.75,3210.75457980319,128430.183192128,0.3361417890597
"218","DINUBA","2017-Q1",210000,2017-01-01,837.313538813871,168000,241.5,1078.81353881387,43152.5415525549,0.488621428361078
"219","DISCOVERY BAY","2017-Q1",560000,2017-01-01,2232.83610350366,448000,644,2876.83610350366,115073.444140146,0.512031314506295
"220","DIXON","2017-Q1",415000,2017-01-01,1654.69104098932,332000,477.25,2131.94104098932,85277.6416395727,0.393536283388537
"221","DOWNEY","2017-Q1",517000,2017-01-01,2061.3861884132,413600,594.55,2655.9361884132,106237.447536528,0.235996154519325
"222","DUARTE","2017-Q1",442500,2017-01-01,1764.33924250066,354000,508.875,2273.21424250066,90928.5697000263,0.37288177084547
"223","DUBLIN","2017-Q1",780000,2017-01-01,3110.02171559438,624000,897,4007.02171559438,160280.868623775,0.346439330767234
"224","EAST PALO ALTO","2017-Q1",740000,2017-01-01,2950.53342248697,592000,851,3801.53342248697,152061.336899479,0.131933347997532
"225","EASTVALE","2017-Q1",522500,2017-01-01,2083.31582871547,418000,600.875,2684.19082871547,107367.633148619,0.512312540726706
"226","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"227","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"228","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"229","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"230","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"231","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"232","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"233","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"234","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"235","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"236","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"237","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"238","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"239","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"240","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"241","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"242","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"243","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"244","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"245","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"246","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"247","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"248","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"249","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"250","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"251","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"252","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"253","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"254","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"255","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"256","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"257","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"258","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"259","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"260","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"261","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"262","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"263","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"264","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"265","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"266","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"267","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"268","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"269","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"270","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"271","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"272","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"273","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"274","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"275","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"276","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"277","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"278","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"279","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"280","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"281","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"282","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"283","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"284","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"285","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"286","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"287","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"288","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"289","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"290","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"291","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"292","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"293","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"294","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"295","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"296","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"297","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"298","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"299","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"300","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"301","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"302","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"303","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"304","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"305","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"306","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"307","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"308","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"309","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"310","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"311","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"312","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"313","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"314","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"315","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"316","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
"317","EL CERRITO","2017-Q1",870000,2017-01-01,3468.87037508604,696000,1000.5,4469.37037508604,178774.815003442,0.322151691421994
