"","X1","region","Quarter","Price","QuarterEnding","pmt","principal","t_i","pti","min_inc","HAI"
"254",NA,"PINOLE","2018-Q2",615000,"2018-04-01",2551.69802244145,492000,707.25,3258.94802244145,130357.920897658,0.28829220084037
"255",NA,"PISMO BEACH","2018-Q2",930000,"2018-04-01",3858.66530222854,744000,1069.5,4928.16530222854,197126.612089142,0.13249237379188
"256",NA,"PITTSBURG","2018-Q2",465000,"2018-04-01",1929.33265111427,372000,534.75,2464.08265111427,98563.3060445708,0.333458723759562
"257",NA,"PLACENTIA","2018-Q2",682500,"2018-04-01",2831.76243953869,546000,784.875,3616.63743953869,144665.497581548,0.260258037565663
"258",NA,"PLACERVILLE","2018-Q2",420375,"2018-04-01",1744.17895314443,336300,483.43125,2227.61020314443,89104.4081257773,0.316932778111835
"259",NA,"PLEASANT HILL","2018-Q2",750000,"2018-04-01",3111.82685663592,6e+05,862.5,3974.32685663592,158973.074265437,0.265614526209578
"260",NA,"PLEASANTON","2018-Q2",1200000,"2018-04-01",4978.92297061747,960000,1380,6358.92297061747,254356.918824699,0.241459722256436
"261",NA,"PLUMAS LAKE","2018-Q2",345000,"2018-04-01",1431.44035405252,276000,396.75,1828.19035405252,73127.6141621009,0.623386675543448
"262",NA,"POLLOCK PINES","2018-Q2",315000,"2018-04-01",1306.96727978709,252000,362.25,1669.21727978709,66768.6911914834,0.49096760749905
"263",NA,"POMONA","2018-Q2",420000,"2018-04-01",1742.62303971612,336000,483,2225.62303971612,89024.9215886446,0.296656879641279
"264",NA,"PORTERVILLE","2018-Q2",205000,"2018-04-01",850.566007480485,164000,235.75,1086.31600748048,43452.6402992194,0.486425849664181
"265",NA,"POWAY","2018-Q2",725000,"2018-04-01",3008.09929474806,580000,833.75,3841.84929474806,153673.971789922,0.321574264734138
"266",NA,"RAMONA","2018-Q2",539500,"2018-04-01",2238.44078554011,431600,620.425,2858.86578554011,114354.631421604,0.284784063794631
"267",NA,"RANCHO CORDOVA","2018-Q2",356250,"2018-04-01",1478.11775690206,285000,409.6875,1887.80525690206,75512.2102760825,0.414953941092957
"268",NA,"RANCHO CUCAMONGA","2018-Q2",515000,"2018-04-01",2136.78777489,412000,592.25,2729.03777489,109161.5109956,0.378267345285895
"269",NA,"RANCHO MIRAGE","2018-Q2",520000,"2018-04-01",2157.53328726757,416000,598,2755.53328726757,110221.331490703,0.371142608494021
"270",NA,"RANCHO PALOS VERDES","2018-Q2",1322500,"2018-04-01",5487.188023868,1058000,1520.875,7008.063023868,280322.52095472,0.204769262078888
"271",NA,"RANCHO SANTA FE","2018-Q2",2273750,"2018-04-01",9434.02175370123,1819000,2614.8125,12048.8342537012,481953.370148049,0.156298000763175
"272",NA,"RANCHO SANTA MARGARITA","2018-Q2",655000,"2018-04-01",2717.66212146204,524000,753.25,3470.91212146204,138836.484858481,0.408681042819132
"273",NA,"REDDING","2018-Q2",284500,"2018-04-01",1180.41965428389,227600,327.175,1507.59465428389,60303.7861713557,0.42713161835942
"274",NA,"REDLANDS","2018-Q2",415000,"2018-04-01",1721.87752733854,332000,477.25,2199.12752733854,87965.1010935417,0.430275697797999
"275",NA,"REDONDO BEACH","2018-Q2",1185000,"2018-04-01",4916.68643348475,948000,1362.75,6279.43643348475,251177.45733939,0.150688253321419
"276",NA,"REDWOOD CITY","2018-Q2",1555000,"2018-04-01",6451.85434942514,1244000,1788.25,8240.10434942514,329604.173977006,0.136849744168914
"277",NA,"REEDLEY","2018-Q2",252499.5,"2018-04-01",1047.64630051619,201999.6,290.374425,1338.02072551619,53520.8290206476,0.467817652649504
"278",NA,"RIALTO","2018-Q2",345000,"2018-04-01",1431.44035405252,276000,396.75,1828.19035405252,73127.6141621009,0.387659055198618
"279",NA,"RICHMOND","2018-Q2",539500,"2018-04-01",2238.44078554011,431600,620.425,2858.86578554011,114354.631421604,0.222474097934353
"280",NA,"RIO LINDA","2018-Q2",295000,"2018-04-01",1223.9852302768,236000,339.25,1563.2352302768,62529.4092110718,0.479751569634928
"281",NA,"RIO VISTA","2018-Q2",365000,"2018-04-01",1514.42240356281,292000,419.75,1934.17240356281,77366.8961425126,0.395472094594247
"282",NA,"RIPON","2018-Q2",515000,"2018-04-01",2136.78777489,412000,592.25,2729.03777489,109161.5109956,0.419849296588573
"283",NA,"RIVERBANK","2018-Q2",325000,"2018-04-01",1348.45830454223,260000,373.75,1722.20830454223,68888.3321816893,0.524340056512953
"284",NA,"RIVERSIDE","2018-Q2",405000,"2018-04-01",1680.3865025834,324000,465.75,2146.1365025834,85845.4601033359,0.366807044817302
"285",NA,"ROCKLIN","2018-Q2",515000,"2018-04-01",2136.78777489,412000,592.25,2729.03777489,109161.5109956,0.419291719587373
"286",NA,"ROHNERT PARK","2018-Q2",525000,"2018-04-01",2178.27879964514,420000,603.75,2782.02879964514,111281.151985806,0.235562810472041
"287",NA,"ROSAMOND","2018-Q2",252000,"2018-04-01",1045.57382382967,201600,289.8,1335.37382382967,53414.9529531868,0.578222202320185
"288",NA,"ROSEVILLE","2018-Q2",465000,"2018-04-01",1929.33265111427,372000,534.75,2464.08265111427,98563.3060445708,0.445469044054728
"289",NA,"ROWLAND HEIGHTS","2018-Q2",628000,"2018-04-01",2605.63635462314,502400,722.2,3327.83635462314,133113.454184926,0.218535268470061
"290",NA,"RUNNING SPRINGS","2018-Q2",204900,"2018-04-01",850.151097232933,163920,235.635,1085.78609723293,43431.4438893173,0.692724503665118
"291",NA,"SACRAMENTO","2018-Q2",326000,"2018-04-01",1352.60740701775,260800,374.9,1727.50740701775,69100.2962807099,0.434252574843006
"292",NA,"SALIDA","2018-Q2",340000,"2018-04-01",1410.69484167495,272000,391,1801.69484167495,72067.793666998,0.552569259868504
"293",NA,"SALINAS","2018-Q2",5e+05,"2018-04-01",2074.55123775728,4e+05,575,2649.55123775728,105982.049510291,0.209333631507224
"294",NA,"SAN ANSELMO","2018-Q2",1355000,"2018-04-01",5622.03385432223,1084000,1558.25,7180.28385432223,287211.354172889,0.193838553665574
"295",NA,"SAN BERNARDINO","2018-Q2",280000,"2018-04-01",1161.74869314408,224000,322,1483.74869314408,59349.9477257631,0.342940358449751
"296",NA,"SAN BRUNO","2018-Q2",1091944,"2018-04-01",4530.58755352327,873555.2,1255.7356,5786.32315352327,231452.926140931,0.112696432409502
"297",NA,"SAN CARLOS","2018-Q2",2008888,"2018-04-01",8335.08217383149,1607110.4,2310.2212,10645.3033738315,425812.13495326,0.197129599869614
"298",NA,"SAN CLEMENTE","2018-Q2",995000,"2018-04-01",4128.35696313699,796000,1144.25,5272.60696313699,210904.27852548,0.245684011650167
"299",NA,"SAN DIEGO","2018-Q2",620000,"2018-04-01",2572.44353481903,496000,713,3285.44353481903,131417.741392761,0.261423108738307
"300",NA,"SAN DIMAS","2018-Q2",599500,"2018-04-01",2487.38693407098,479600,689.425,3176.81193407098,127072.477362839,0.313375614483212
"301",NA,"SAN FRANCISCO","2018-Q2",1385000,"2018-04-01",5746.50692858766,1108000,1592.75,7339.25692858766,293570.277143507,0.162552912565477
"302",NA,"SAN GABRIEL","2018-Q2",730000,"2018-04-01",3028.84480712563,584000,839.5,3868.34480712563,154733.792285025,0.133674050815816
"303",NA,"SAN JACINTO","2018-Q2",285290,"2018-04-01",1183.69744523955,228232,328.0835,1511.78094523955,60471.237809582,0.414376055123962
"304",NA,"SAN JOSE","2018-Q2",1125000,"2018-04-01",4667.74028495388,9e+05,1293.75,5961.49028495388,238459.611398155,0.157707507358693
"305",NA,"SAN JUAN CAPISTRANO","2018-Q2",864000,"2018-04-01",3584.82453884458,691200,993.6,4578.42453884458,183136.981553783,0.223377551499756
"306",NA,"SAN LEANDRO","2018-Q2",670500,"2018-04-01",2781.97320983251,536400,771.075,3553.04820983251,142121.9283933,0.204753870589247
"307",NA,"SAN LORENZO","2018-Q2",682290,"2018-04-01",2830.89112801883,545832,784.6335,3615.52462801883,144620.985120753,0.228185058600974
"308",NA,"SAN LUIS OBISPO","2018-Q2",741930,"2018-04-01",3078.34359965852,593544,853.2195,3931.56309965852,157262.523986341,0.145400898105534
"309",NA,"SAN MARCOS","2018-Q2",639000,"2018-04-01",2651.2764818538,511200,734.85,3386.1264818538,135445.059274152,0.218664643867862
"310",NA,"SAN MATEO","2018-Q2",1465000,"2018-04-01",6078.43512662883,1172000,1684.75,7763.18512662883,310527.405065153,0.135263220365887
"311",NA,"SAN PABLO","2018-Q2",475000,"2018-04-01",1970.82367586942,380000,546.25,2517.07367586942,100682.947034777,0.189096473816649
"312",NA,"SAN RAFAEL","2018-Q2",1100000,"2018-04-01",4564.01272306602,880000,1265,5829.01272306602,233160.508922641,0.169291790286747
"313",NA,"SAN RAMON","2018-Q2",1075000,"2018-04-01",4460.28516117815,860000,1236.25,5696.53516117815,227861.406447126,0.294459467243939
"314",NA,"SANGER","2018-Q2",238000,"2018-04-01",987.486389172465,190400,273.7,1261.18638917247,50447.4555668986,0.492843219717299
"315",NA,"SANTA ANA","2018-Q2",507500,"2018-04-01",2105.66950632364,406000,583.625,2689.29450632364,107571.780252946,0.202211248737571
"316",NA,"SANTA BARBARA","2018-Q2",1180000,"2018-04-01",4895.94092110718,944000,1357,6252.94092110718,250117.636844287,0.0929716837580055
"317",NA,"SANTA CLARA","2018-Q2",1385000,"2018-04-01",5746.50692858766,1108000,1592.75,7339.25692858766,293570.277143507,0.13629534425632
"318",NA,"SANTA CLARITA","2018-Q2",499000,"2018-04-01",2070.40213528177,399200,573.85,2644.25213528177,105770.085411271,0.463177850168064
"319",NA,"SANTA CRUZ","2018-Q2",905000,"2018-04-01",3754.93774034068,724000,1040.75,4795.68774034068,191827.509613627,0.112245249646617
"320",NA,"SANTA MARIA","2018-Q2",395000,"2018-04-01",1638.89547782825,316000,454.25,2093.14547782825,83725.8191131301,0.340662649051355
"321",NA,"SANTA PAULA","2018-Q2",431250,"2018-04-01",1789.30044256565,345000,495.9375,2285.23794256565,91409.5177026262,0.309060588011804
"322",NA,"SANTA ROSA","2018-Q2",610000,"2018-04-01",2530.95251006388,488000,701.5,3232.45251006388,129298.100402555,0.212413569841635
"323",NA,"SANTEE","2018-Q2",5e+05,"2018-04-01",2074.55123775728,4e+05,575,2649.55123775728,105982.049510291,0.383232983511675
"324",NA,"SARATOGA","2018-Q2",2750000,"2018-04-01",11410.031807665,2200000,3162.5,14572.531807665,582901.272306602,0
"325",NA,"SCOTTS VALLEY","2018-Q2",965000,"2018-04-01",4003.88388887155,772000,1109.75,5113.63388887155,204545.355554862,0.210382592454137
"326",NA,"SEAL BEACH","2018-Q2",990000,"2018-04-01",4107.61145075941,792000,1138.5,5246.11145075941,209844.458030377,0.124299586078543
"327",NA,"SEASIDE","2018-Q2",544000,"2018-04-01",2257.11174667992,435200,625.6,2882.71174667992,115308.469867197,0.199437993480338
"328",NA,"SEBASTOPOL","2018-Q2",860000,"2018-04-01",3568.22812894252,688000,989,4557.22812894252,182289.125157701,0.153875374605919
"329",NA,"SELMA","2018-Q2",240000,"2018-04-01",995.784594123494,192000,276,1271.78459412349,50871.3837649398,0.48094909546582
"330",NA,"SHASTA LAKE","2018-Q2",199450,"2018-04-01",827.538488741379,159560,229.3675,1056.90598874138,42276.2395496552,0.549188810078739
"331",NA,"SHINGLE SPRINGS","2018-Q2",569888,"2018-04-01",2364.52371156604,455910.4,655.3712,3019.89491156604,120795.796462642,0.371007569191561
"332",NA,"SIMI VALLEY","2018-Q2",585000,"2018-04-01",2427.22494817602,468000,672.75,3099.97494817602,123998.997927041,0.389553610061315
"333",NA,"SOLVANG","2018-Q2",790000,"2018-04-01",3277.7909556565,632000,908.5,4186.2909556565,167451.63822626,0.153743081813018
"334",NA,"SONOMA","2018-Q2",827000,"2018-04-01",3431.30774725054,661600,951.05,4382.35774725054,175294.309890022,0.17285517874828
"335",NA,"SOUTH LAKE TAHOE","2018-Q2",493000,"2018-04-01",2045.50752042868,394400,566.95,2612.45752042868,104498.300817147,0.21982811992241
"336",NA,"SPRING VALLEY","2018-Q2",439000,"2018-04-01",1821.45598675089,351200,504.85,2326.30598675089,93052.2394700357,0.13662706125848
"337",NA,"STEVENSON RANCH","2018-Q2",761000,"2018-04-01",3157.46698386658,608800,875.15,4032.61698386658,161304.679354663,0.416275369524613
"338",NA,"STOCKTON","2018-Q2",290000,"2018-04-01",1203.23971789922,232000,333.5,1536.73971789922,61469.5887159689,0.409402938006901
"339",NA,"SUISUN CITY","2018-Q2",402000,"2018-04-01",1667.93919515685,321600,462.3,2130.23919515685,85209.5678062741,0.414620069501957
"340",NA,"SUNNYVALE","2018-Q2",1715000,"2018-04-01",7115.71074550747,1372000,1972.25,9087.96074550747,363518.429820299,0.147391355647519
"341",NA,"SUSANVILLE","2018-Q2",202500,"2018-04-01",840.193251291698,162000,232.875,1073.0682512917,42922.7300516679,0.579956035251601
"342",NA,"TEMECULA","2018-Q2",465000,"2018-04-01",1929.33265111427,372000,534.75,2464.08265111427,98563.3060445708,0.468412943133389
"343",NA,"TEMPLE CITY","2018-Q2",849000,"2018-04-01",3522.58800171186,679200,976.35,4498.93800171186,179957.520068474,0.126179505107865
"344",NA,"TEMPLETON","2018-Q2",695000,"2018-04-01",2883.62622048262,556000,799.25,3682.87622048262,147315.048819305,0.196394734719272
"345",NA,"THOUSAND OAKS","2018-Q2",734900,"2018-04-01",3049.17540925565,587920,845.135,3894.31040925565,155772.416370226,0.371932429131358
"346",NA,"TORRANCE","2018-Q2",762500,"2018-04-01",3163.69063757985,610000,876.875,4040.56563757985,161622.625503194,0.237043409254352
"347",NA,"TRACY","2018-Q2",482750,"2018-04-01",2002.97922005465,386200,555.1625,2558.14172005465,102325.668802186,0.394930359955755
"348",NA,"TRUCKEE","2018-Q2",716000,"2018-04-01",2970.75737246842,572800,823.4,3794.15737246842,151766.294898737,0.200219518317696
"349",NA,"TULARE","2018-Q2",209950,"2018-04-01",871.104064734282,167960,241.4425,1112.54656473428,44501.8625893713,0.557583055402558
"350",NA,"TURLOCK","2018-Q2",321000,"2018-04-01",1331.86189464017,256800,369.15,1701.01189464017,68040.475785607,0.449417162432652
"351",NA,"TUSTIN","2018-Q2",710000,"2018-04-01",2945.86275761534,568000,816.5,3762.36275761534,150494.510304613,0.222985089773562
"352",NA,"TWENTYNINE PALMS","2018-Q2",129947.5,"2018-04-01",539.165493936928,103958,149.439625,688.605118936928,27544.2047574771,0.728155437332357
"353",NA,"UKIAH","2018-Q2",418900,"2018-04-01",1738.05902699305,335120,481.735,2219.79402699305,88791.761079722,0.234091417816655
"354",NA,"UNION CITY","2018-Q2",980000,"2018-04-01",4066.12042600427,784000,1127,5193.12042600427,207724.817040171,0.165122480056978
"355",NA,"UPLAND","2018-Q2",570000,"2018-04-01",2364.9884110433,456000,655.5,3020.4884110433,120819.536441732,0.25164438371607
"356",NA,"VACAVILLE","2018-Q2",450000,"2018-04-01",1867.09611398155,360000,517.5,2384.59611398155,95383.8445592621,0.420133680882799
"357",NA,"VALLEJO","2018-Q2",411000,"2018-04-01",1705.28111743648,328800,472.65,2177.93111743648,87117.2446974594,0.351821321953745
"358",NA,"VALLEY CENTER","2018-Q2",662500,"2018-04-01",2748.7803900284,530000,761.875,3510.6553900284,140426.215601136,0.277222277010338
"359",NA,"VALLEY SPRINGS","2018-Q2",340000,"2018-04-01",1410.69484167495,272000,391,1801.69484167495,72067.793666998,0.460540083303047
"360",NA,"VICTORVILLE","2018-Q2",250000,"2018-04-01",1037.27561887864,2e+05,287.5,1324.77561887864,52991.0247551456,0.473119068236309
"361",NA,"VISALIA","2018-Q2",254795,"2018-04-01",1057.17056524873,203836,293.01425,1350.18481524873,54007.3926099493,0.526684970762193
"362",NA,"VISTA","2018-Q2",535000,"2018-04-01",2219.76982440029,428000,615.25,2835.01982440029,113400.792976012,0.206406141212418
"363",NA,"WALNUT","2018-Q2",811888,"2018-04-01",3368.60651064056,649510.4,933.6712,4302.27771064056,172091.108425623,0.257533783047332
"364",NA,"WALNUT CREEK","2018-Q2",787000,"2018-04-01",3265.34364822996,629600,905.05,4170.39364822996,166815.745929198,0.292018318534984
"365",NA,"WATSONVILLE","2018-Q2",570000,"2018-04-01",2364.9884110433,456000,655.5,3020.4884110433,120819.536441732,0.11355159808722
"366",NA,"WEST COVINA","2018-Q2",560000,"2018-04-01",2323.49738628815,448000,644,2967.49738628815,118699.895451526,0.275746907786525
"367",NA,"WEST SACRAMENTO","2018-Q2",388565,"2018-04-01",1612.19600339832,310852,446.84975,2059.04575339831,82361.8301359326,0.386828302297798
"368",NA,"WESTLAKE VILLAGE","2018-Q2",993900,"2018-04-01",4123.79295041392,795120,1142.985,5266.77795041392,210671.118016557,0.28727989678851
"369",NA,"WESTMINSTER","2018-Q2",675000,"2018-04-01",2800.64417097233,540000,776.25,3576.89417097233,143075.766838893,0.157939151951447
"370",NA,"WHITTIER","2018-Q2",529070,"2018-04-01",2195.16564672049,423256,608.4305,2803.59614672049,112143.84586882,0.324693447020618
"371",NA,"WILDOMAR","2018-Q2",402750,"2018-04-01",1671.05102201349,322200,463.1625,2134.21352201349,85368.5408805396,0.424399265350702
"372",NA,"WINCHESTER","2018-Q2",423000,"2018-04-01",1755.07034714266,338400,486.45,2241.52034714266,89660.8138857063,0.396170513029013
"373",NA,"WINDSOR","2018-Q2",689500,"2018-04-01",2860.80615686729,551600,792.925,3653.73115686729,146149.246274692,0.273731708500587
"374",NA,"WOODLAND","2018-Q2",419000,"2018-04-01",1738.4739372406,335200,481.85,2220.3239372406,88812.957489624,0.355137076470984
"375",NA,"WRIGHTWOOD","2018-Q2",332500,"2018-04-01",1379.57657310859,266000,382.375,1761.95157310859,70478.0629243436,0.437179029199089
"376",NA,"YORBA LINDA","2018-Q2",835000,"2018-04-01",3464.50056705466,668000,960.25,4424.75056705466,176990.022682186,0.336784649823696
"377",NA,"YUBA CITY","2018-Q2",3e+05,"2018-04-01",1244.73074265437,240000,345,1589.73074265437,63589.2297061747,0.434133158954187
"378",NA,"YUCAIPA","2018-Q2",377000,"2018-04-01",1564.21163326899,301600,433.55,1997.76163326899,79910.4653307596,0.383679756119741
"379",NA,"YUCCA VALLEY","2018-Q2",210000,"2018-04-01",871.311519858058,168000,241.5,1112.81151985806,44512.4607943223,0.476294595080905
